artist,count,cover,title,title(artist)
에일리,1,쏘쎄,인연,♪인연(에일리)
방탄소년단,1,쏘쎄,작은 것들을 위한 시(Boy With Luv)(Feat. Halsey),♪작은 것들을 위한 시(Boy With Luv)(Feat. Halsey)(방탄소년단)
문명진,1,쏘쎄,잠 못 드는 밤에,♪잠 못 드는 밤에(문명진)
유성은,1,쏘쎄,잠시 길을 잃다,♪잠시 길을 잃다(유성은)
신승훈,1,쏘쎄,전설 속의 누군가처럼,♪전설 속의 누군가처럼(신승훈)
씨야,1,쏘,정,♪정(씨야)
혜은이,1,쏘,제3한강교,♪제3한강교(혜은이)
김종국,1,쏘쎄,제자리 걸음,♪제자리 걸음(김종국)
성시경,1,쏘쎄,제주도의 푸른 밤,♪제주도의 푸른 밤(성시경)
천우희,1,쏘,조선의 마음,♪조선의 마음(천우희)
MC몽,1,쏘쎄,죽을 만큼 아파서(Feat. 멜로우),♪죽을 만큼 아파서(Feat. 멜로우)(MC몽)
조장혁,1,쏘,중독된 사랑,♪중독된 사랑(조장혁)
멜로망스,1,쏘,질투가 좋아,♪질투가 좋아(멜로망스)
에스파파(S.Papa.),1,쏘,참다행이야,♪참다행이야(에스파파(S.Papa.))
다비치,1,쏘,천개의 그리움,♪천개의 그리움(다비치)
싸이,1,쏘쎄,청개구리(Feat. G-Dragon(지드래곤)),♪청개구리(Feat. G-Dragon(지드래곤))(싸이)
"김필, 김창완",1,쏘쎄,청춘,"♪청춘(김필, 김창완)"
박효신,1,쏘,추억은 사랑을 닮아,♪추억은 사랑을 닮아(박효신)
안재욱,1,쏘쎄,친구,♪친구(안재욱)
장기하,1,쏘쎄,ㅋ,♪ㅋ(장기하)
H.O.T.,1,쏘,캔디,♪캔디(H.O.T.)
차가을,1,쏘,코 끝이 찡하게,♪코 끝이 찡하게(차가을)
클론,1,쏘쎄,쿵따리 샤바라,♪쿵따리 샤바라(클론)
"성시경, 박효신, 이석훈, 서인국, VIXX",1,쏘쎄,크리스마스니까,"♪크리스마스니까(성시경, 박효신, 이석훈, 서인국, VIXX)"
유엔,1,쏘쎄,파도,♪파도(유엔)
장기하와 얼굴들,1,쏘쎄,풍문으로 들었소,♪풍문으로 들었소(장기하와 얼굴들)
방탄소년단,1,쏘쎄,피 땀 눈물,♪피 땀 눈물(방탄소년단)
Red Velvet(레드벨벳),1,쏘쎄,피카부,♪피카부(Red Velvet(레드벨벳))
김보경,1,쏘쎄,하루 하루,♪하루 하루(김보경)
윤미래,1,쏘쎄,하루하루,♪하루하루(윤미래)
Various Artists,1,쏘쎄,학교종,♪학교종(Various Artists)
형돈이와 대준이,1,쏘,한 번도 안 틀리고 누구도 부르기 어려운 노래,♪한 번도 안 틀리고 누구도 부르기 어려운 노래(형돈이와 대준이)
DAY6(데이식스),1,쏘,한 페이지가 될 수 있게,♪한 페이지가 될 수 있게(DAY6(데이식스))
쿨,1,쏘쎄,해변의 여인,♪해변의 여인(쿨)
아이브,1,쏘쎄,해야,♪해야(IVE(아이브))
나래,1,쏘쎄,호랑풍류가,♪호랑풍류가(나래)
현진영,1,쏘쎄,흐린 기억속의 그대,♪흐린 기억속의 그대(현진영)
채연,1,쏘쎄,흔들려,♪흔들려(채연)
철싸,1,쏘쎄,흔들어 주세요,♪흔들어 주세요(철싸)
성시경,1,쏘,희재,♪희재(성시경)
소녀시대,1,쏘쎄,힘 내!,♪힘 내!(소녀시대)
